ID,Sentence EN,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
254,"To make tine more difficult, transparent dice are often used in casinos.",8.756666666666668,7.727500000000003,10.642856750000004,53.65500000000001,14.8,37.0,12.486832980505138,3.0,10.810866666666668,4.916666666666667,1.6666666666666667,12.0,1.0,1.0,59.0,20.0,12.0,12.0,1.0,1.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,"In the Tour de France, the highest average speed of a rider is 41 km/h.",0.2375000000000007,2.4662500000000023,2.1944881249999995,121.85750000000003,8.9,28.5,8.477225575051662,2.0,12.3251,3.375,0.8125,16.0,1.0,0.9375,54.0,13.0,16.0,15.0,1.0,1.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
515,"Along with the water vapor, much of the carbon dioxide disappeared from the atmosphere.",7.570000000000004,9.792857142857144,12.325052571428575,65.72500000000002,14.171428571428573,35.42857142857143,12.486832980505138,3.0,9.970185714285716,5.142857142857143,1.5,14.0,1.0,0.8571428571428571,72.0,21.0,14.0,12.0,1.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
155,"Via an ATM with the so-called ""cash recycling function"", the deposited money is checked, booked and paid out again to subsequent customers, thus reducing the effort required for refilling.",15.383333333333336,17.591,13.200193433333336,38.205000000000034,21.333333333333332,60.0,17.491376746189438,9.0,13.0195,5.1,1.6333333333333333,30.0,1.0,0.9333333333333333,153.0,49.0,30.0,28.0,1.0,1.0,9.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,"In Germany, the term Geld(ausgabe)automat has become established.",8.370000000000001,9.004000000000001,12.9916634,52.865000000000016,12.0,50.0,10.745966692414834,4.0,12.0275,5.4,1.7,10.0,1.0,1.0,54.0,17.0,10.0,10.0,1.0,1.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
969,"In a second agreement (Schengen II) in 1990 such regulations serving the security were made, but only from 1995 the free movement of persons was actually practised.",12.421481481481482,15.44555555555555,12.284853555555557,54.09666666666669,19.68888888888889,60.333333333333336,16.41640786499874,9.0,11.993477777777779,4.962962962962963,1.4814814814814814,27.0,1.0,0.9629629629629629,134.0,40.0,27.0,26.0,1.0,1.0,9.0,6.0,12.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
179,"Important theoretical foundations were also developed by the Frenchman Charles Cros, who also submitted his work to the Academy of Natural Sciences in Paris in 1877.",14.51923076923077,16.569230769230764,14.269663615384616,37.27576923076926,16.553846153846155,64.46153846153845,13.954451150103322,10.0,12.213792307692307,5.3076923076923075,1.6923076923076923,26.0,1.0,0.8846153846153846,138.0,44.0,26.0,23.0,1.0,1.0,10.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,Britain fought three unsuccessful wars in Afghanistan.,9.054285714285715,13.69428571428572,19.45144128571429,42.61571428571431,8.514285714285714,49.857142857142854,8.477225575051662,3.0,13.006557142857144,6.714285714285714,1.8571428571428572,7.0,1.0,1.0,47.0,13.0,7.0,7.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,"As a result of gravitational leakage (drainage) of the liquid between the soap film surfaces, a soap bubble progressively thins out in its upper part.",11.624000000000002,14.0548,11.709377680000006,56.252000000000024,14.8,49.0,12.486832980505138,6.0,9.929300000000001,4.88,1.48,25.0,1.0,0.84,122.0,37.0,25.0,21.0,1.0,1.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1036,Every person should be able to choose which profession he wants to learn.,4.003076923076925,6.808461538461536,9.061025230769232,89.51692307692309,8.276923076923078,20.692307692307693,8.477225575051662,1.0,6.710530769230769,4.615384615384615,1.2307692307692308,13.0,1.0,0.9230769230769231,60.0,16.0,13.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,On the main ridge runs the Continental Divide and in the Glacier National Park is the Triple Divide Peak with a height of 2433m.,6.553333333333331,10.979999999999997,8.445747,90.82500000000002,9.600000000000001,36.5,3.0,3.0,10.090233333333332,4.333333333333333,1.0833333333333333,24.0,1.0,0.8333333333333334,104.0,26.0,24.0,20.0,1.0,1.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
946,"Since 1 December 2009, the European Parliament has the right to propose amendments to draft legislation in the area of the common commercial policy and to reject the legislation in question.",14.770967741935486,18.0758064516129,13.213040451612908,44.37645161290326,18.851612903225806,60.03225806451613,15.24744871391589,9.0,12.305067741935483,5.096774193548387,1.5483870967741935,31.0,1.0,0.7419354838709677,158.0,48.0,31.0,23.0,1.0,1.0,9.0,5.0,14.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0
291,"If areas such as friendships and hobbies are also meant, the term ""compatibility of professional, private and family life"" is used more generally.",13.901739130434787,14.439130434782605,13.334630304347826,36.35956521739132,16.156521739130437,49.086956521739125,13.954451150103322,6.0,9.582952173913045,5.173913043478261,1.7391304347826086,23.0,1.0,0.9565217391304348,119.0,40.0,23.0,22.0,1.0,1.0,6.0,4.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
575,"It is located in the north of the US state of Montana on the border with Canada and has geological, geographical and climatic characteristics.",12.453333333333333,13.53125,11.630666291666671,48.52500000000002,17.933333333333334,49.0,15.24744871391589,6.0,10.090233333333332,4.875,1.5833333333333333,24.0,1.0,0.8333333333333334,117.0,38.0,24.0,20.0,1.0,1.0,6.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
655,"A normal household, which got along with about 150 things 150 years ago, used now more than 20000 objects, from the toothpick to the hair fixer, from the wardrobe to the tack, and produced for example in the Federal Republic in the 1970s on the average a household waste quantity of 4.7 kg per inhabitant and week, that is 244 kg per inhabitant and year.",24.274242424242427,31.694545454545455,8.873903606060612,38.58136363636365,30.642424242424244,85.69696969696969,17.491376746189438,13.0,13.369645454545456,4.2727272727272725,1.196969696969697,66.0,1.0,0.7575757575757576,282.0,79.0,66.0,50.0,1.0,1.0,13.0,7.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298,Falling birth and fertility rates are affecting existing social and family policies as well as labour market policies in some countries.,15.07619047619048,14.862857142857145,14.989461952380953,24.3771428571429,19.82857142857143,54.333333333333336,16.41640786499874,7.0,12.197147619047618,5.476190476190476,1.9047619047619047,21.0,1.0,0.8571428571428571,115.0,40.0,21.0,18.0,1.0,1.0,7.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,"The temperature of a sea also affects the uptake of carbon dioxide, as water can absorb less carbon dioxide as the temperature rises.",12.875652173913043,12.391304347826086,10.77817334782609,43.716086956521764,16.156521739130437,44.73913043478261,13.954451150103322,5.0,11.642517391304349,4.739130434782608,1.6521739130434783,23.0,1.0,0.7391304347826086,109.0,38.0,23.0,17.0,1.0,1.0,5.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
431,"At seamounts, on continental slopes, and in shallow seas (for example, in parts of the Weddell Sea), anthropogenic CO2 can already reach the ocean floor.",11.152000000000001,14.0548,11.709377680000006,59.636000000000024,14.8,53.0,12.486832980505138,7.0,11.1925,4.88,1.44,25.0,1.0,0.92,122.0,36.0,25.0,23.0,1.0,1.0,7.0,3.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
160,"In Austria, the same institution pays out a 50-euro note.",3.7181818181818187,3.3381818181818197,5.563379181818185,87.99727272727276,8.036363636363637,29.181818181818183,8.477225575051662,2.0,11.359372727272728,4.090909090909091,1.2727272727272727,11.0,1.0,1.0,45.0,14.0,11.0,11.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
366,"During periods of higher temperatures, species diversity in both the ocean and on land was lower than during periods of lower temperatures.",16.053636363636368,14.404545454545449,13.857170363636367,19.150454545454565,17.89090909090909,49.27272727272727,15.24744871391589,6.0,11.187245454545454,5.2727272727272725,1.9545454545454546,22.0,1.0,0.8181818181818182,116.0,43.0,22.0,18.0,1.0,1.0,6.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1114,"It doesn't matter if you live at home, alone or with others.",1.6700000000000017,1.0457142857142827,1.4053292857142878,108.02500000000002,5.6000000000000005,14.0,3.0,0.0,7.714471428571429,3.2857142857142856,1.0,14.0,1.0,1.0,46.0,14.0,14.0,14.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
811,"More than 2.5 million soldiers served in the British armed forces, plus thousands of volunteers from the colonies.",7.967368421052633,11.372105263157898,11.731759894736843,71.78157894736843,11.810526315789474,50.578947368421055,10.745966692414834,6.0,13.720478947368422,4.947368421052632,1.368421052631579,19.0,1.0,0.9473684210526315,94.0,26.0,19.0,18.0,1.0,1.0,6.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,He also made significant contributions to quantum physics.,11.130000000000003,12.0075,17.249854749999997,29.515000000000022,13.200000000000001,58.0,10.745966692414834,4.0,11.9283,6.25,2.0,8.0,1.0,1.0,50.0,16.0,8.0,8.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
326,"A professional activity of both partners serves not only the momentary financial advantage and the professional interest, but also the future security.",16.59,16.973636363636366,17.064361818181816,15.305000000000021,23.345454545454547,62.90909090909091,18.491933384829668,9.0,12.6227,5.818181818181818,2.0,22.0,1.0,0.8636363636363636,128.0,44.0,22.0,19.0,1.0,1.0,9.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
632,"A possible disadvantage of, for example, plastic is that - at reasonable cost - the material no longer achieves the original quality or its processability as in primary production before the recycling process.",19.71935483870968,20.202903225806452,15.868457032258068,8.89903225806453,26.593548387096774,76.16129032258064,21.16590212458495,14.0,12.305067741935483,5.548387096774194,1.967741935483871,31.0,1.0,0.9354838709677419,172.0,61.0,31.0,29.0,1.0,1.0,14.0,11.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
870,"To this end, it entered into an alliance with the Supreme Army Command (Oberste Heeresleitung, OHL) and had the so-called Spartacus Uprising violently suppressed in January 1919, with the help of irregular, right-wing Freikorp troops, among others.",18.07641025641026,22.465384615384615,13.89516066666667,34.9269230769231,20.72820512820513,72.33333333333334,15.24744871391589,13.0,12.453720512820514,5.17948717948718,1.564102564102564,39.0,1.0,0.9230769230769231,202.0,61.0,39.0,36.0,1.0,1.0,13.0,5.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
592,"To the south, the Great Northern Railway rail line and US Highway US 2 run on or near the park boundary.",3.8380952380952387,7.46142857142857,5.749696095238097,104.94857142857146,10.304761904761905,40.04761904761905,8.477225575051662,4.0,6.181909523809524,3.9047619047619047,0.9523809523809523,21.0,1.0,0.8571428571428571,82.0,20.0,21.0,18.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
517,"Carbon was removed from the normal cycle because the cyanobacteria were not metabolized by other organisms, but were deposited on the seafloor, where they were finely dispersed in the sediments or fossilized as stromatolites in the shallow water near the coast, which was flooded with light.",21.84565217391304,26.348695652173916,14.48912343478261,20.371086956521765,26.22608695652174,74.26086956521739,19.431676725154983,13.0,11.41027391304348,5.260869565217392,1.6521739130434783,46.0,1.0,0.8043478260869565,242.0,76.0,46.0,37.0,1.0,1.0,13.0,9.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,"Other attempts to found soviet republics, for example in Bavaria, were also unsuccessful.",12.172307692307694,11.880769230769232,15.393172461538462,30.94769230769233,11.353846153846156,51.46153846153846,10.745966692414834,5.0,11.568992307692309,5.6923076923076925,1.9230769230769231,13.0,1.0,1.0,74.0,25.0,13.0,13.0,1.0,1.0,5.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,"In foreign policy, he played a decisive role in the formation of the anti-Hitler coalition between Great Britain, the USA, and the Soviet Union, which finally brought about the victory overGermany and Japan.",15.254285714285718,18.812571428571424,11.745125685714289,48.03571428571431,20.857142857142858,63.57142857142857,16.41640786499874,10.0,12.139642857142857,4.828571428571428,1.457142857142857,35.0,1.0,0.8571428571428571,169.0,51.0,35.0,30.0,1.0,1.0,10.0,6.0,15.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
863,"It envisaged sending the German High Seas Fleet into a final battle against the British Royal Navy, despite Germany's already certain defeat in the war.",11.796153846153846,14.214230769230767,11.329738115384618,56.79884615384617,13.476923076923079,56.769230769230774,10.745966692414834,8.0,10.999176923076924,4.8076923076923075,1.4615384615384615,26.0,1.0,0.9230769230769231,125.0,38.0,26.0,24.0,1.0,1.0,8.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
480,"However, if a glacier cannot retreat to a new equilibrium point, it will be in perpetual disequilibrium and, if this climate persists, will melt completely.",14.928,14.9968,12.885347880000001,32.56400000000002,16.400000000000002,61.0,13.954451150103322,9.0,9.929300000000001,5.08,1.76,25.0,1.0,0.88,127.0,44.0,25.0,22.0,1.0,1.0,9.0,4.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,The consequences of the phenomenon pose considerable risks for a proportion of the present and future world population that is difficult to estimate at present.,14.928,16.503999999999998,14.766900200000002,32.56400000000002,21.200000000000003,61.0,17.491376746189438,9.0,11.1925,5.4,1.76,25.0,1.0,0.88,135.0,44.0,25.0,22.0,1.0,1.0,9.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
396,The sea water is slightly basic.,2.4833333333333343,1.9800000000000004,4.747337000000002,87.94500000000002,2.4000000000000004,22.666666666666668,3.0,1.0,9.197433333333333,4.333333333333333,1.3333333333333333,6.0,1.0,1.0,26.0,8.0,6.0,6.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
952,"The profound process of change brought about by the end of the East-West conflict has led to the European Union, which has a common currency in the form of the euro and now largely includes the states of Central and Eastern Europe.",15.72418604651163,20.553023255813947,9.081634534883722,58.91558139534885,19.060465116279072,66.25581395348837,10.745966692414834,10.0,10.175811627906977,4.348837209302325,1.2325581395348837,43.0,1.0,0.7674418604651163,187.0,53.0,43.0,33.0,1.0,1.0,10.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
908,"Thus Kiel was firmly in the hands of about 40000 revolting sailors, soldiers and workers on the evening of November 4.",8.333333333333332,10.60142857142857,9.66959676190476,72.72000000000003,12.20952380952381,49.57142857142857,10.745966692414834,6.0,12.197147619047618,4.571428571428571,1.3333333333333333,21.0,1.0,0.9047619047619048,96.0,28.0,21.0,19.0,1.0,1.0,6.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Mobile installation is possible; ATMs are standard on large cruise ships and ferries.,5.098846153846157,7.543846153846154,11.760339153846157,70.08365384615385,8.753846153846155,37.269230769230774,8.477225575051662,2.0,12.461207692307694,5.461538461538462,1.5384615384615385,6.5,2.0,1.0,71.0,20.0,13.0,13.0,2.0,1.0,4.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
399,"Because these species often form the basis of food chains in the oceans, this can have further serious consequences for the numerous marine creatures that depend on them and, as a consequence, for the people who depend on them.",16.261025641025643,20.412307692307692,11.332148692307698,47.94230769230771,20.72820512820513,59.51282051282051,15.24744871391589,8.0,9.619617948717949,4.743589743589744,1.4102564102564104,39.0,1.0,0.8205128205128205,185.0,55.0,39.0,32.0,1.0,1.0,8.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1119,A nice caregiver will come to your home.,2.280000000000001,1.4100000000000001,4.020190000000003,92.965,8.200000000000001,20.5,8.477225575051662,1.0,6.00705,4.0,1.25,8.0,1.0,1.0,32.0,10.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1032,Every person should be able to learn a profession.,4.964444444444446,4.526666666666667,7.697708333333335,75.50000000000001,8.044444444444444,20.11111111111111,8.477225575051662,1.0,5.837344444444444,4.555555555555555,1.4444444444444444,9.0,1.0,1.0,41.0,13.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,"However, the European Parliament - unlike the Bundestag - has no direct right of initiative and can therefore not introduce its own bills.",13.390476190476189,14.189999999999998,14.14948323809524,36.46285714285716,14.114285714285714,54.333333333333336,12.486832980505138,7.0,10.693338095238095,5.333333333333333,1.7619047619047619,21.0,1.0,0.9523809523809523,112.0,37.0,21.0,20.0,1.0,1.0,7.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
142,"In some machines, the gripping height has been lowered; the keyboard and input/output shafts are located at a lower distance from the floor than in standard machines.",11.765714285714285,15.447142857142858,11.701783714285718,60.57928571428573,16.914285714285715,56.57142857142857,13.954451150103322,8.0,11.792442857142857,4.857142857142857,1.3928571428571428,28.0,1.0,0.8928571428571429,136.0,39.0,28.0,25.0,1.0,1.0,8.0,4.0,12.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
398,"The consequences of this acidification first affect calcium-skeleton-forming organisms, whose ability to form protective shells or internal skeletons diminishes with decreasing pH.",18.704000000000004,20.272,19.470781000000002,5.492000000000022,27.6,73.0,21.16590212458495,12.0,14.9821,6.2,2.08,25.0,1.0,1.0,155.0,52.0,25.0,25.0,1.0,1.0,12.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
758,"He had first been nominated in 1937 and was shortlisted, but the committee decided against him.",7.612500000000001,9.53125,11.014264625000003,68.98250000000002,16.400000000000002,47.25,13.954451150103322,5.0,9.364474999999999,4.875,1.4375,16.0,1.0,1.0,78.0,23.0,16.0,16.0,1.0,1.0,5.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
637,It depends on the quality and purity of the collected used parts and the reprocessing and post-additive treatment.,9.830526315789477,11.619999999999997,12.041225736842108,58.42368421052632,18.126315789473683,50.578947368421055,15.24744871391589,6.0,11.227321052631579,5.0,1.5263157894736843,19.0,1.0,0.7894736842105263,95.0,29.0,19.0,15.0,1.0,1.0,6.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
836,"With Albert Einstein's parents, that changed.",2.3114285714285714,6.965714285714284,11.051654142857146,90.95857142857143,2.8000000000000003,49.857142857142854,3.0,3.0,15.262271428571431,5.285714285714286,1.2857142857142858,7.0,1.0,1.0,37.0,9.0,7.0,7.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1116,We are happy to advise you.,0.5166666666666693,-1.9450000000000003,-0.15253883333333107,102.045,2.4000000000000004,6.0,3.0,0.0,6.565766666666667,3.5,1.1666666666666667,6.0,1.0,1.0,21.0,7.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
622,Fossils of first kelp and four species of invertebrates also occur in the younger Precambrian strata.,11.3,11.591875000000002,13.586699437500002,42.54500000000003,8.9,47.25,8.477225575051662,5.0,12.3251,5.3125,1.75,16.0,1.0,0.9375,85.0,28.0,16.0,15.0,1.0,1.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,"The west side is subject to the maritime influence of the Pacific Ocean with moderate temperatures and high rainfall, while the east side is subject to the continental climate.which is characterized by extreme seasonal temperature differences and the typical North American blizzards from northerly directions.",22.871739130434786,28.49891304347826,17.173403239130444,13.014565217391322,27.96521739130435,89.47826086956522,21.16590212458495,20.0,11.753534782608694,5.717391304347826,1.7391304347826086,46.0,1.0,0.782608695652174,263.0,80.0,46.0,36.0,1.0,1.0,20.0,11.0,17.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
353,"If it should take place in a very short time, both the economicadaptation costs as well as the impacts on nature are likely to be drastically noticeable.",12.421481481481482,13.875555555555557,10.324903222222225,54.09666666666669,15.244444444444447,41.81481481481482,12.486832980505138,4.0,8.484588888888888,4.62962962962963,1.4814814814814814,27.0,1.0,0.9259259259259259,125.0,40.0,27.0,25.0,1.0,1.0,4.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1088,And we do sports together and have a lot of fun.,0.5,-0.08727272727272606,1.2871239090909121,111.07000000000002,8.036363636363637,20.090909090909093,8.477225575051662,1.0,5.617554545454546,3.3636363636363638,1.0,11.0,1.0,1.0,37.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198,"In August 1888, he first began to test the reproduction of his zinc plates by pressing the negatives into soft material, which had actually been planned from the beginning.",12.809655172413795,15.97034482758621,11.767186034482762,54.87586206896553,18.49655172413793,53.13793103448276,15.24744871391589,7.0,9.975244827586206,4.862068965517241,1.4482758620689655,29.0,1.0,0.9310344827586207,141.0,42.0,29.0,27.0,1.0,1.0,7.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
902,Demonstrations took place in the large barracks complex in the north of Kiel.,4.003076923076925,8.25769230769231,10.870210153846159,89.51692307692309,5.2,36.07692307692308,3.0,3.0,9.139761538461538,4.923076923076923,1.2307692307692308,13.0,1.0,0.8461538461538461,64.0,16.0,13.0,11.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,"As a result of ice melt in the Arctic and the associated loss of weight-bearing mass, the land mass (-> ""land area"") of Scandinavia in Finland and Sweden, for example, is rising faster than the regional sea level.",15.377368421052633,18.021315789473682,8.951515342105264,52.496578947368434,17.30526315789474,53.78947368421053,10.745966692414834,6.0,11.338668421052631,4.342105263157895,1.368421052631579,38.0,1.0,0.7631578947368421,165.0,52.0,38.0,29.0,1.0,1.0,6.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
